"","state","statefp","county","countyfp","year","month","trap_type","num_collection_events","num_sites","num_trap_nights","num_aegypti_collected","num_albopictus_collected","num_collections_aegypti","num_collections_albopictus","GEOID"
"1008","California","06","Los Angeles","037",2016,7,"CO2",433,92,462,1,0,1,0,"06037"
"1009","California","06","Los Angeles","037",2016,7,"GRAV",350,61,362,2,2,2,1,"06037"
"1010","California","06","Los Angeles","037",2016,8,"BGS",64,31,382,6,1158,1,59,"06037"
"1011","California","06","Los Angeles","037",2016,8,"CO2",508,107,559,9,4,7,3,"06037"
"1012","California","06","Los Angeles","037",2016,8,"GRAV",376,73,413,4,2,3,1,"06037"
"1013","California","06","Los Angeles","037",2016,9,"BGS",48,21,368,44,1331,2,44,"06037"
"1014","California","06","Los Angeles","037",2016,9,"CO2",491,102,522,17,2,8,2,"06037"
"1015","California","06","Los Angeles","037",2016,9,"GRAV",353,62,377,5,16,4,6,"06037"
"1016","California","06","Los Angeles","037",2016,10,"BGS",52,20,349,52,788,4,44,"06037"
"1017","California","06","Los Angeles","037",2016,10,"CO2",321,84,334,1,3,1,2,"06037"
"1018","California","06","Los Angeles","037",2016,10,"GAT",45,15,315,0,0,0,0,"06037"
"1019","California","06","Los Angeles","037",2016,10,"GRAV",202,49,219,0,6,0,3,"06037"
"1020","California","06","Los Angeles","037",2016,11,"BGS",25,14,207,3,428,1,23,"06037"
"1021","California","06","Los Angeles","037",2016,11,"CO2",294,66,296,4,0,3,0,"06037"
"1022","California","06","Los Angeles","037",2016,11,"GAT",67,15,469,0,0,0,0,"06037"
"1023","California","06","Los Angeles","037",2016,11,"GRAV",169,41,185,0,2,0,1,"06037"
"1024","California","06","Los Angeles","037",2016,12,"BGS",5,2,37,0,9,0,2,"06037"
"1025","California","06","Los Angeles","037",2016,12,"CO2",173,47,173,0,0,0,0,"06037"
"1026","California","06","Los Angeles","037",2016,12,"GAT",49,15,343,0,0,0,0,"06037"
"1027","California","06","Los Angeles","037",2016,12,"GRAV",12,2,12,0,0,0,0,"06037"
"1028","California","06","Los Angeles","037",2017,1,"BGS",2,1,14,0,0,0,0,"06037"
"1029","California","06","Los Angeles","037",2017,1,"CO2",133,47,134,0,0,0,0,"06037"
"1030","California","06","Los Angeles","037",2017,1,"GAT",65,15,455,0,0,0,0,"06037"
"1031","California","06","Los Angeles","037",2017,1,"GRAV",4,1,4,0,0,0,0,"06037"
"1032","California","06","Los Angeles","037",2017,2,"BGS",6,2,32,0,0,0,0,"06037"
"1033","California","06","Los Angeles","037",2017,2,"CO2",159,46,159,0,0,0,0,"06037"
"1034","California","06","Los Angeles","037",2017,2,"GAT",58,15,406,0,0,0,0,"06037"
"1035","California","06","Los Angeles","037",2017,2,"GRAV",3,1,3,0,0,0,0,"06037"
"1036","California","06","Los Angeles","037",2017,3,"BGS",8,2,53,0,0,0,0,"06037"
"1037","California","06","Los Angeles","037",2017,3,"CO2",418,68,418,1,0,1,0,"06037"
"1038","California","06","Los Angeles","037",2017,3,"GAT",65,15,455,0,0,0,0,"06037"
"1039","California","06","Los Angeles","037",2017,3,"GRAV",219,19,219,0,0,0,0,"06037"
"1040","California","06","Los Angeles","037",2017,4,"BGS",14,4,120,0,25,0,8,"06037"
"1041","California","06","Los Angeles","037",2017,4,"CO2",413,90,449,0,1,0,1,"06037"
"1042","California","06","Los Angeles","037",2017,4,"GAT",59,15,413,0,0,0,0,"06037"
"1043","California","06","Los Angeles","037",2017,4,"GRAV",254,36,275,0,1,0,1,"06037"
"1044","California","06","Los Angeles","037",2017,5,"BGS",20,8,149,0,97,0,9,"06037"
"1045","California","06","Los Angeles","037",2017,5,"CO2",496,99,524,1,0,1,0,"06037"
"1046","California","06","Los Angeles","037",2017,5,"GAT",88,19,733,0,1,0,1,"06037"
"1047","California","06","Los Angeles","037",2017,5,"GRAV",304,63,325,0,1,0,1,"06037"
"1048","California","06","Los Angeles","037",2017,6,"BGS",20,12,107,135,54,4,5,"06037"
"1049","California","06","Los Angeles","037",2017,6,"CO2",486,96,532,10,3,7,2,"06037"
"1050","California","06","Los Angeles","037",2017,6,"GAT",87,18,714,0,0,0,0,"06037"
"1051","California","06","Los Angeles","037",2017,6,"GRAV",199,49,239,3,1,3,1,"06037"
"1052","California","06","Los Angeles","037",2017,7,"BGS",56,15,330,609,500,21,35,"06037"
"1053","California","06","Los Angeles","037",2017,7,"CO2",444,102,483,38,8,19,3,"06037"
"1054","California","06","Los Angeles","037",2017,7,"GAT",87,19,798,4,4,2,2,"06037"
"1055","California","06","Los Angeles","037",2017,7,"GRAV",225,67,279,10,4,8,2,"06037"
"1056","California","06","Los Angeles","037",2017,8,"BGS",45,20,246,480,699,16,18,"06037"
"1057","California","06","Los Angeles","037",2017,8,"CO2",598,128,658,79,11,38,7,"06037"
"1058","California","06","Los Angeles","037",2017,8,"GAT",127,22,1233,30,10,12,5,"06037"
"1059","California","06","Los Angeles","037",2017,8,"GRAV",398,93,452,18,11,14,7,"06037"
"1060","California","06","Los Angeles","037",2017,9,"BGS",79,25,330,927,756,38,38,"06037"
"1061","California","06","Los Angeles","037",2017,9,"CO2",505,114,550,74,12,35,6,"06037"
"1062","California","06","Los Angeles","037",2017,9,"GAT",85,19,743,11,15,4,4,"06037"
"1063","California","06","Los Angeles","037",2017,9,"GRAV",353,78,394,25,3,17,2,"06037"
"1064","California","06","Los Angeles","037",2017,10,"BGS",86,28,312,439,989,32,59,"06037"
"1065","California","06","Los Angeles","037",2017,10,"CO2",448,115,476,87,6,25,4,"06037"
"1066","California","06","Los Angeles","037",2017,10,"GAT",76,18,566,4,13,3,1,"06037"
"1067","California","06","Los Angeles","037",2017,10,"GRAV",272,77,298,18,11,15,7,"06037"
"1068","California","06","Los Angeles","037",2017,11,"BGS",100,88,165,34,94,15,29,"06037"
"1069","California","06","Los Angeles","037",2017,11,"CO2",330,70,330,16,1,11,1,"06037"
"1070","California","06","Los Angeles","037",2017,11,"GAT",63,15,441,0,0,0,0,"06037"
"1071","California","06","Los Angeles","037",2017,11,"GRAV",208,43,213,2,1,2,1,"06037"
"1072","California","06","Los Angeles","037",2017,12,"BGS",71,63,122,22,9,11,4,"06037"
"1073","California","06","Los Angeles","037",2017,12,"CO2",150,46,150,0,0,0,0,"06037"
"1074","California","06","Los Angeles","037",2017,12,"GAT",45,15,315,0,0,0,0,"06037"
"1075","California","06","Los Angeles","037",2017,12,"GRAV",19,17,25,0,0,0,0,"06037"
"1076","California","06","Los Angeles","037",2018,1,"BGS",81,68,115,2,0,1,0,"06037"
"1077","California","06","Los Angeles","037",2018,1,"CO2",249,51,249,0,0,0,0,"06037"
"1078","California","06","Los Angeles","037",2018,1,"GAT",73,15,616,0,0,0,0,"06037"
"1079","California","06","Los Angeles","037",2018,1,"GRAV",4,1,4,0,0,0,0,"06037"
"1080","California","06","Los Angeles","037",2018,2,"BGS",68,58,147,0,9,0,6,"06037"
"1081","California","06","Los Angeles","037",2018,2,"CO2",225,51,225,0,0,0,0,"06037"
"1082","California","06","Los Angeles","037",2018,2,"GAT",60,15,420,0,0,0,0,"06037"
"1083","California","06","Los Angeles","037",2018,2,"GRAV",6,3,8,0,0,0,0,"06037"
"1084","California","06","Los Angeles","037",2018,3,"BGS",3,3,21,0,3,0,1,"06037"
"1085","California","06","Los Angeles","037",2018,3,"CO2",257,64,257,1,0,1,0,"06037"
"1086","California","06","Los Angeles","037",2018,3,"GAT",61,15,427,0,0,0,0,"06037"
"1087","California","06","Los Angeles","037",2018,3,"GRAV",121,14,121,0,0,0,0,"06037"
"1088","California","06","Los Angeles","037",2018,4,"BGS",2,2,4,0,0,0,0,"06037"
"1089","California","06","Los Angeles","037",2018,4,"CO2",536,93,536,30,0,12,0,"06037"
"1090","California","06","Los Angeles","037",2018,4,"GAT",86,21,774,1,0,1,0,"06037"
"1091","California","06","Los Angeles","037",2018,4,"GRAV",454,92,454,8,17,7,16,"06037"
"1092","California","06","Los Angeles","037",2018,5,"BGS",124,27,124,27,6,17,3,"06037"
"1093","California","06","Los Angeles","037",2018,5,"CO2",513,96,513,8,2,7,1,"06037"
"1094","California","06","Los Angeles","037",2018,5,"GAT",119,27,1097,0,0,0,0,"06037"
"1095","California","06","Los Angeles","037",2018,5,"GRAV",536,117,536,3,27,3,17,"06037"
"1096","California","06","Los Angeles","037",2018,6,"BGS",145,27,145,63,54,31,15,"06037"
"1097","California","06","Los Angeles","037",2018,6,"CO2",574,131,574,11,0,7,0,"06037"
"1098","California","06","Los Angeles","037",2018,6,"GAT",128,36,1081,1,34,1,9,"06037"
"1099","California","06","Los Angeles","037",2018,6,"GRAV",641,162,641,21,77,11,40,"06037"
"1100","California","06","Los Angeles","037",2018,7,"BGS",148,36,148,304,177,77,21,"06037"
"1101","California","06","Los Angeles","037",2018,7,"CO2",550,117,551,75,4,38,3,"06037"
"1102","California","06","Los Angeles","037",2018,7,"GAT",136,34,1133,6,45,4,14,"06037"
"1103","California","06","Los Angeles","037",2018,7,"GRAV",556,141,557,70,111,28,45,"06037"
"1104","California","06","Los Angeles","037",2018,8,"BGS",169,44,169,957,384,113,32,"06037"
"1105","California","06","Los Angeles","037",2018,8,"CO2",603,110,603,203,2,78,2,"06037"
"1106","California","06","Los Angeles","037",2018,8,"GAT",114,28,980,67,102,19,14,"06037"
"1107","California","06","Los Angeles","037",2018,8,"GRAV",605,156,605,213,394,82,106,"06037"
"1108","California","06","Los Angeles","037",2018,9,"BGS",164,32,166,762,262,111,18,"06037"
"1109","California","06","Los Angeles","037",2018,9,"CO2",524,123,524,151,2,77,2,"06037"
"1110","California","06","Los Angeles","037",2018,9,"GAT",79,23,556,30,176,7,15,"06037"
"1111","California","06","Los Angeles","037",2018,9,"GRAV",501,145,502,112,330,61,75,"06037"
"1112","California","06","Los Angeles","037",2018,10,"BGS",140,39,140,443,108,81,13,"06037"
"1113","California","06","Los Angeles","037",2018,10,"CO2",532,126,532,98,1,46,1,"06037"
"1114","California","06","Los Angeles","037",2018,10,"GAT",76,16,546,3,0,3,0,"06037"
"1115","California","06","Los Angeles","037",2018,10,"GRAV",312,101,317,55,61,33,13,"06037"
"1116","California","06","Los Angeles","037",2018,11,"BGS",61,17,63,67,0,30,0,"06037"
"1117","California","06","Los Angeles","037",2018,11,"CO2",303,85,303,23,0,16,0,"06037"
"1118","California","06","Los Angeles","037",2018,11,"GAT",59,16,427,3,0,2,0,"06037"
"1119","California","06","Los Angeles","037",2018,11,"GRAV",133,39,133,5,6,5,2,"06037"
"1120","California","06","Madera","039",2013,4,"CO2",14,10,19,0,0,0,0,"06039"
"1121","California","06","Madera","039",2013,5,"CO2",67,28,81,0,0,0,0,"06039"
"1122","California","06","Madera","039",2013,5,"GRAV",18,7,20,0,0,0,0,"06039"
"1123","California","06","Madera","039",2013,6,"CO2",116,50,127,0,0,0,0,"06039"
"1124","California","06","Madera","039",2013,6,"GRAV",5,4,7,0,0,0,0,"06039"
"1125","California","06","Madera","039",2013,7,"CO2",131,70,133,16,0,6,0,"06039"
"1126","California","06","Madera","039",2013,8,"CO2",161,85,191,14,0,6,0,"06039"
"1127","California","06","Madera","039",2013,8,"GRAV",2,2,2,0,0,0,0,"06039"
"1128","California","06","Madera","039",2013,9,"CO2",153,76,208,0,0,0,0,"06039"
"1129","California","06","Madera","039",2013,10,"CO2",126,71,192,0,0,0,0,"06039"
"1130","California","06","Madera","039",2013,11,"CO2",9,9,9,0,0,0,0,"06039"
"1131","California","06","Madera","039",2014,1,"GRAV",10,5,75,0,0,0,0,"06039"
"1132","California","06","Madera","039",2014,3,"CO2",1,1,1,0,0,0,0,"06039"
"1133","California","06","Madera","039",2014,4,"CO2",60,38,66,0,0,0,0,"06039"
"1134","California","06","Madera","039",2014,4,"GAT",47,13,306,0,0,0,0,"06039"
"1135","California","06","Madera","039",2014,4,"GRAV",1,1,1,0,0,0,0,"06039"
"1136","California","06","Madera","039",2014,5,"BGS",4,4,4,20,0,1,0,"06039"
"1137","California","06","Madera","039",2014,5,"CO2",79,36,94,3,0,1,0,"06039"
"1138","California","06","Madera","039",2014,5,"GAT",48,13,348,2,0,2,0,"06039"
"1139","California","06","Madera","039",2014,5,"GRAV",12,4,39,0,0,0,0,"06039"
"1140","California","06","Madera","039",2014,6,"BGS",2,2,4,0,0,0,0,"06039"
"1141","California","06","Madera","039",2014,6,"CO2",101,45,136,0,0,0,0,"06039"
"1142","California","06","Madera","039",2014,6,"GAT",60,13,414,14,0,10,0,"06039"
"1143","California","06","Madera","039",2014,6,"GRAV",2,2,7,0,0,0,0,"06039"
"1144","California","06","Madera","039",2014,7,"BGS",13,10,16,77,0,10,0,"06039"
"1145","California","06","Madera","039",2014,7,"CO2",120,63,154,52,0,9,0,"06039"
"1146","California","06","Madera","039",2014,7,"GAT",49,13,337,25,0,11,0,"06039"
"1147","California","06","Madera","039",2014,7,"GRAV",1,1,1,0,0,0,0,"06039"
"1148","California","06","Madera","039",2014,8,"BGS",8,6,23,73,0,5,0,"06039"
"1149","California","06","Madera","039",2014,8,"CO2",126,62,154,28,0,7,0,"06039"
"1150","California","06","Madera","039",2014,8,"GAT",51,14,282,122,0,27,0,"06039"
"1151","California","06","Madera","039",2014,8,"GRAV",1,1,7,0,0,0,0,"06039"
"1152","California","06","Madera","039",2014,9,"BGS",7,7,18,15,0,2,0,"06039"
"1153","California","06","Madera","039",2014,9,"CO2",130,63,147,79,0,6,0,"06039"
"1154","California","06","Madera","039",2014,9,"GAT",65,14,460,175,0,42,0,"06039"
"1155","California","06","Madera","039",2014,10,"BGS",8,6,8,64,0,7,0,"06039"
"1156","California","06","Madera","039",2014,10,"CO2",99,52,122,67,0,8,0,"06039"
"1157","California","06","Madera","039",2014,10,"GAT",52,15,367,128,0,32,0,"06039"
"1158","California","06","Madera","039",2014,11,"CO2",5,5,7,17,0,1,0,"06039"
"1159","California","06","Madera","039",2014,11,"GAT",43,15,295,21,0,9,0,"06039"
"1160","California","06","Madera","039",2014,12,"GAT",26,13,182,1,0,1,0,"06039"
"1161","California","06","Madera","039",2015,3,"BGS",2,2,4,0,0,0,0,"06039"
"1162","California","06","Madera","039",2015,3,"GAT",37,16,259,0,0,0,0,"06039"
"1163","California","06","Madera","039",2015,4,"BGS",4,4,23,0,0,0,0,"06039"
"1164","California","06","Madera","039",2015,4,"CO2",4,2,4,0,0,0,0,"06039"
"1165","California","06","Madera","039",2015,4,"GAT",55,15,370,4,0,2,0,"06039"
"1166","California","06","Madera","039",2015,5,"BGS",20,3,89,2,0,1,0,"06039"
"1167","California","06","Madera","039",2015,5,"CO2",105,42,113,2,0,1,0,"06039"
"1168","California","06","Madera","039",2015,5,"GAT",56,16,380,0,0,0,0,"06039"
"1169","California","06","Madera","039",2015,5,"GRAV",2,2,10,0,0,0,0,"06039"
"1170","California","06","Madera","039",2015,6,"BGS",25,3,70,9,0,6,0,"06039"
"1171","California","06","Madera","039",2015,6,"CO2",153,50,157,2,0,1,0,"06039"
"1172","California","06","Madera","039",2015,6,"GAT",71,15,479,33,0,19,0,"06039"
"1173","California","06","Madera","039",2015,6,"GRAV",13,3,19,0,0,0,0,"06039"
"1174","California","06","Madera","039",2015,7,"BGS",23,7,72,11,0,5,0,"06039"
"1175","California","06","Madera","039",2015,7,"CO2",146,49,152,2,0,2,0,"06039"
"1176","California","06","Madera","039",2015,7,"GAT",57,15,375,45,0,25,0,"06039"
"1177","California","06","Madera","039",2015,7,"GRAV",6,4,42,0,0,0,0,"06039"
"1178","California","06","Madera","039",2015,8,"BGS",24,6,78,35,0,16,0,"06039"
"1179","California","06","Madera","039",2015,8,"CO2",175,59,175,22,0,8,0,"06039"
"1180","California","06","Madera","039",2015,8,"GAT",67,14,445,187,0,44,0,"06039"
"1181","California","06","Madera","039",2015,8,"GRAV",9,3,63,0,0,0,0,"06039"
"1182","California","06","Madera","039",2015,9,"BGS",18,4,58,42,0,12,0,"06039"
"1183","California","06","Madera","039",2015,9,"CO2",193,64,199,21,0,16,0,"06039"
"1184","California","06","Madera","039",2015,9,"GAT",58,14,377,104,0,34,0,"06039"
"1185","California","06","Madera","039",2015,9,"GRAV",16,7,64,0,0,0,0,"06039"
"1186","California","06","Madera","039",2015,10,"BGS",14,4,56,68,0,12,0,"06039"
"1187","California","06","Madera","039",2015,10,"CO2",189,72,307,14,0,11,0,"06039"
"1188","California","06","Madera","039",2015,10,"GAT",57,14,369,115,0,24,0,"06039"
"1189","California","06","Madera","039",2015,10,"GRAV",5,3,35,0,0,0,0,"06039"
"1190","California","06","Madera","039",2015,11,"BGS",10,3,44,24,0,7,0,"06039"
"1191","California","06","Madera","039",2015,11,"CO2",37,23,48,3,0,2,0,"06039"
"1192","California","06","Madera","039",2015,11,"GAT",45,14,309,38,0,21,0,"06039"
"1193","California","06","Madera","039",2016,3,"BGS",14,3,87,2,0,1,0,"06039"
"1194","California","06","Madera","039",2016,3,"CO2",45,25,50,0,0,0,0,"06039"
"1195","California","06","Madera","039",2016,3,"GAT",50,16,275,0,0,0,0,"06039"
"1196","California","06","Madera","039",2016,4,"BGS",12,3,84,4,0,3,0,"06039"
"1197","California","06","Madera","039",2016,4,"CO2",134,52,180,0,0,0,0,"06039"
"1198","California","06","Madera","039",2016,4,"GAT",65,16,415,3,0,3,0,"06039"
"1199","California","06","Madera","039",2016,4,"GRAV",13,6,72,0,0,0,0,"06039"
"1200","California","06","Madera","039",2016,5,"BGS",19,12,65,58,0,6,0,"06039"
"1201","California","06","Madera","039",2016,5,"CO2",114,57,178,4,0,4,0,"06039"
"1202","California","06","Madera","039",2016,5,"GAT",66,16,432,15,0,9,0,"06039"
"1203","California","06","Madera","039",2016,5,"GRAV",5,3,28,0,0,0,0,"06039"
"1204","California","06","Madera","039",2016,6,"BGS",30,15,132,90,0,21,0,"06039"
"1205","California","06","Madera","039",2016,6,"CO2",162,51,174,9,0,7,0,"06039"
"1206","California","06","Madera","039",2016,6,"GAT",64,18,388,49,0,17,0,"06039"
"1207","California","06","Madera","039",2016,6,"GRAV",5,3,16,0,0,0,0,"06039"
"1208","California","06","Madera","039",2016,7,"BGS",22,13,130,161,0,17,0,"06039"
"1209","California","06","Madera","039",2016,7,"CO2",105,43,111,14,0,7,0,"06039"
"1210","California","06","Madera","039",2016,7,"GAT",66,17,444,86,0,25,0,"06039"
"1211","California","06","Madera","039",2016,8,"BGS",20,12,40,142,0,16,0,"06039"
"1212","California","06","Madera","039",2016,8,"CO2",162,65,182,100,0,15,0,"06039"
"1213","California","06","Madera","039",2016,8,"GAT",53,17,341,89,0,22,0,"06039"
"1214","California","06","Madera","039",2016,9,"BGS",31,13,31,367,0,26,0,"06039"
"1215","California","06","Madera","039",2016,9,"CO2",112,41,112,90,0,12,0,"06039"
"1216","California","06","Madera","039",2016,9,"GAT",41,17,278,147,0,19,0,"06039"
"1217","California","06","Madera","039",2016,9,"GRAV",1,1,1,0,0,0,0,"06039"
"1218","California","06","Madera","039",2016,10,"BGS",13,8,13,54,0,6,0,"06039"
"1219","California","06","Madera","039",2016,10,"CO2",80,39,182,28,0,10,0,"06039"
"1220","California","06","Madera","039",2016,10,"GAT",50,17,537,374,0,37,0,"06039"
"1221","California","06","Madera","039",2016,10,"GRAV",1,1,1,0,0,0,0,"06039"
"1222","California","06","Madera","039",2016,11,"BGS",4,2,4,4,0,4,0,"06039"
"1223","California","06","Madera","039",2016,11,"CO2",4,4,4,0,0,0,0,"06039"
"1224","California","06","Madera","039",2016,11,"GAT",65,20,507,183,0,33,0,"06039"
"1225","California","06","Madera","039",2016,12,"GAT",47,16,323,6,0,5,0,"06039"
"1226","California","06","Madera","039",2017,3,"BGS",40,28,347,2,0,1,0,"06039"
"1227","California","06","Madera","039",2017,3,"GAT",50,24,350,0,0,0,0,"06039"
"1228","California","06","Madera","039",2017,4,"BGS",32,8,216,19,0,6,0,"06039"
"1229","California","06","Madera","039",2017,4,"CO2",116,115,158,0,0,0,0,"06039"
"1230","California","06","Madera","039",2017,4,"GAT",131,39,878,3,0,3,0,"06039"
"1231","California","06","Madera","039",2017,5,"BGS",46,11,316,127,0,11,0,"06039"
"1232","California","06","Madera","039",2017,5,"CO2",146,90,268,4,0,2,0,"06039"
"1233","California","06","Madera","039",2017,5,"GAT",232,39,1398,49,0,34,0,"06039"
"1234","California","06","Madera","039",2017,5,"GRAV",2,2,2,0,0,0,0,"06039"
"1235","California","06","Madera","039",2017,6,"BGS",34,9,230,173,0,11,0,"06039"
"1236","California","06","Madera","039",2017,6,"CO2",168,66,180,1,0,1,0,"06039"
"1237","California","06","Madera","039",2017,6,"GAT",168,39,1024,103,0,42,0,"06039"
"1238","California","06","Madera","039",2017,7,"BGS",45,12,297,825,0,22,0,"06039"
"1239","California","06","Madera","039",2017,7,"CO2",116,46,145,72,0,12,0,"06039"
"1240","California","06","Madera","039",2017,7,"GAT",209,39,1463,459,0,129,0,"06039"
"1241","California","06","Madera","039",2017,8,"BGS",341,60,1025,4953,0,316,0,"06039"
"1242","California","06","Madera","039",2017,8,"CO2",151,44,158,861,0,23,0,"06039"
"1243","California","06","Madera","039",2017,8,"GAT",220,39,1534,848,0,152,0,"06039"
"1244","California","06","Madera","039",2017,9,"BGS",271,61,869,9626,0,259,0,"06039"
"1245","California","06","Madera","039",2017,9,"CO2",99,38,106,1122,0,26,0,"06039"
"1246","California","06","Madera","039",2017,9,"GAT",161,39,1127,707,0,120,0,"06039"
"1247","California","06","Madera","039",2017,10,"BGS",29,9,203,345,0,17,0,"06039"
"1248","California","06","Madera","039",2017,10,"CO2",82,34,116,248,0,19,0,"06039"
"1249","California","06","Madera","039",2017,10,"GAT",167,39,1176,405,0,100,0,"06039"
"1250","California","06","Madera","039",2017,11,"BGS",17,8,154,180,0,10,0,"06039"
"1251","California","06","Madera","039",2017,11,"CO2",12,12,12,43,0,1,0,"06039"
"1252","California","06","Madera","039",2017,11,"GAT",52,38,446,103,0,26,0,"06039"
"1253","California","06","Madera","039",2017,12,"GAT",1,1,7,0,0,0,0,"06039"
"1254","California","06","Madera","039",2018,4,"BGS",16,8,144,7,0,5,0,"06039"
"1255","California","06","Madera","039",2018,4,"CO2",5,5,50,0,0,0,0,"06039"
"1256","California","06","Madera","039",2018,4,"GAT",68,26,757,52,0,17,0,"06039"
"1257","California","06","Madera","039",2018,5,"BGS",53,12,382,90,0,16,0,"06039"
"1258","California","06","Madera","039",2018,5,"CO2",23,21,42,14,0,2,0,"06039"
"1259","California","06","Madera","039",2018,5,"GAT",115,30,955,170,0,55,0,"06039"
"1260","California","06","Madera","039",2018,6,"BGS",54,19,373,370,0,27,0,"06039"
"1261","California","06","Madera","039",2018,6,"CO2",82,37,93,136,0,9,0,"06039"
"1262","California","06","Madera","039",2018,6,"GAT",135,30,1260,253,0,66,0,"06039"
"1263","California","06","Madera","039",2018,7,"BGS",44,11,308,1162,0,27,0,"06039"
"1264","California","06","Madera","039",2018,7,"CO2",87,45,107,142,0,13,0,"06039"
"1265","California","06","Madera","039",2018,7,"GAT",155,39,1297,672,0,91,0,"06039"
"1266","California","06","Madera","039",2018,8,"BGS",42,11,286,996,0,28,0,"06039"
"1267","California","06","Madera","039",2018,8,"CO2",117,30,183,533,0,25,0,"06039"
"1268","California","06","Madera","039",2018,8,"GAT",123,29,912,507,0,90,0,"06039"
"1269","California","06","Madera","039",2018,9,"BGS",296,44,876,3660,0,266,0,"06039"
"1270","California","06","Madera","039",2018,9,"CO2",101,29,120,369,0,14,0,"06039"
"1271","California","06","Madera","039",2018,9,"GAT",206,30,1631,460,0,157,0,"06039"
"1272","California","06","Madera","039",2018,10,"BGS",283,41,1130,3732,0,264,0,"06039"
"1273","California","06","Madera","039",2018,10,"CO2",55,25,55,174,0,13,0,"06039"
"1274","California","06","Madera","039",2018,10,"GAT",4,4,8,10,0,4,0,"06039"
"1275","California","06","Madera","039",2018,11,"BGS",74,30,518,750,0,60,0,"06039"
"1276","California","06","Marin","041",2013,4,"CO2",57,13,57,0,0,0,0,"06041"
"1277","California","06","Marin","041",2013,5,"CO2",75,14,75,0,0,0,0,"06041"
"1278","California","06","Marin","041",2013,6,"CO2",72,18,72,0,0,0,0,"06041"
"1279","California","06","Marin","041",2013,6,"GRAV",12,4,12,0,0,0,0,"06041"
"1280","California","06","Marin","041",2013,7,"CO2",81,17,81,0,0,0,0,"06041"
"1281","California","06","Marin","041",2013,7,"GRAV",16,4,16,0,0,0,0,"06041"
"1282","California","06","Marin","041",2013,8,"CO2",94,22,94,0,0,0,0,"06041"
"1283","California","06","Marin","041",2013,8,"GRAV",21,6,21,0,0,0,0,"06041"
"1284","California","06","Marin","041",2013,9,"CO2",68,20,68,0,0,0,0,"06041"
"1285","California","06","Marin","041",2013,9,"GRAV",13,4,13,0,0,0,0,"06041"
"1286","California","06","Marin","041",2013,10,"CO2",72,16,72,0,0,0,0,"06041"
"1287","California","06","Marin","041",2013,10,"GRAV",15,3,15,0,0,0,0,"06041"
"1288","California","06","Marin","041",2013,11,"CO2",2,2,2,0,0,0,0,"06041"
"1289","California","06","Marin","041",2014,4,"BGS",1,1,1,0,0,0,0,"06041"
"1290","California","06","Marin","041",2014,4,"CO2",63,23,63,0,0,0,0,"06041"
"1291","California","06","Marin","041",2014,5,"BGS",11,4,11,0,0,0,0,"06041"
"1292","California","06","Marin","041",2014,5,"CO2",51,14,51,0,0,0,0,"06041"
"1293","California","06","Marin","041",2014,5,"GAT",3,3,3,0,0,0,0,"06041"
"1294","California","06","Marin","041",2014,5,"GRAV",12,3,12,0,0,0,0,"06041"
"1295","California","06","Marin","041",2014,6,"BGS",14,4,14,0,0,0,0,"06041"
"1296","California","06","Marin","041",2014,6,"CO2",50,13,50,0,0,0,0,"06041"
"1297","California","06","Marin","041",2014,6,"GRAV",8,4,8,0,0,0,0,"06041"
"1298","California","06","Marin","041",2014,7,"BGS",20,4,20,0,0,0,0,"06041"
"1299","California","06","Marin","041",2014,7,"CO2",71,13,71,0,0,0,0,"06041"
"1300","California","06","Marin","041",2014,7,"GAT",4,4,4,0,0,0,0,"06041"
"1301","California","06","Marin","041",2014,7,"GRAV",15,3,15,0,0,0,0,"06041"
"1302","California","06","Marin","041",2014,8,"BGS",15,4,15,0,0,0,0,"06041"
"1303","California","06","Marin","041",2014,8,"CO2",48,13,48,0,0,0,0,"06041"
"1304","California","06","Marin","041",2014,8,"GAT",1,1,1,0,0,0,0,"06041"
"1305","California","06","Marin","041",2014,8,"GRAV",12,4,12,0,0,0,0,"06041"
"1306","California","06","Marin","041",2014,9,"BGS",17,4,17,0,0,0,0,"06041"
"1307","California","06","Marin","041",2014,9,"CO2",75,21,75,0,0,0,0,"06041"
"1308","California","06","Marin","041",2014,9,"GAT",4,4,4,0,0,0,0,"06041"
"1309","California","06","Marin","041",2014,9,"GRAV",15,4,15,0,0,0,0,"06041"
"1310","California","06","Marin","041",2014,10,"BGS",15,5,15,0,0,0,0,"06041"
"1311","California","06","Marin","041",2014,10,"CO2",63,18,63,0,0,0,0,"06041"
"1312","California","06","Marin","041",2014,10,"GAT",1,1,1,0,0,0,0,"06041"
"1313","California","06","Marin","041",2014,10,"GRAV",12,3,12,0,0,0,0,"06041"
"1314","California","06","Marin","041",2015,4,"CO2",59,21,59,0,0,0,0,"06041"
"1315","California","06","Marin","041",2015,5,"BGS",3,3,3,0,0,0,0,"06041"
"1316","California","06","Marin","041",2015,5,"CO2",55,19,55,0,0,0,0,"06041"
"1317","California","06","Marin","041",2015,5,"GRAV",12,3,12,0,0,0,0,"06041"
"1318","California","06","Marin","041",2015,6,"BGS",13,3,13,0,0,0,0,"06041"
"1319","California","06","Marin","041",2015,6,"CO2",70,21,70,0,0,0,0,"06041"
"1320","California","06","Marin","041",2015,6,"GAT",8,3,8,0,0,0,0,"06041"
