"","state","county","GEOID","year","month","ppt","tmean"
"782.9.6","California","Orange","06059",2016,7,0,23.7302
"782.9.7","California","Orange","06059",2016,8,0,23.40467
"782.9.8","California","Orange","06059",2016,9,0.313145,22.32197
"782.9.9","California","Orange","06059",2016,10,14.56129,20.38557
"782.9.10","California","Orange","06059",2016,11,35.25634,18.07745
"782.9.11","California","Orange","06059",2016,12,111.507,13.78324
"782.10","California","Orange","06059",2017,1,219.1787,12.5195
"782.10.1","California","Orange","06059",2017,2,93.61197,13.82992
"782.10.2","California","Orange","06059",2017,3,4.432427,16.49089
"782.10.3","California","Orange","06059",2017,4,1.578038,17.5587
"782.10.4","California","Orange","06059",2017,5,12.01084,17.95564
"782.10.5","California","Orange","06059",2017,6,1.031763,20.62953
"782.10.6","California","Orange","06059",2017,7,0.002862595,23.49783
"782.10.7","California","Orange","06059",2017,8,0.8730992,23.72113
"782.10.8","California","Orange","06059",2017,9,2.653496,22.68238
"782.10.9","California","Orange","06059",2017,10,0.1101527,21.92437
"782.10.10","California","Orange","06059",2017,11,3.75645,18.24578
"782.10.11","California","Orange","06059",2017,12,0.9433817,16.20337
"782.11","California","Orange","06059",2018,1,47.72996,16.04062
"782.11.1","California","Orange","06059",2018,2,11.90876,14.37811
"782.11.2","California","Orange","06059",2018,3,46.82381,14.43595
"782.11.3","California","Orange","06059",2018,4,0.9256641,16.90302
"782.11.4","California","Orange","06059",2018,5,7.146992,17.02863
"782.11.5","California","Orange","06059",2018,6,0.02258779,20.01974
"782.11.6","California","Orange","06059",2018,7,0.01678626,24.89642
"782.11.7","California","Orange","06059",2018,8,0.003709924,24.58509
"782.11.8","California","Orange","06059",2018,9,0,22.21109
"782.11.9","California","Orange","06059",2018,10,20.05102,20.07725
"782.11.10","California","Orange","06059",2018,11,42.38441,17.74559
"782.11.11","California","Orange","06059",2018,12,52.08764,13.96125
"852","California","Placer","06061",2007,1,44.41996,3.555974
"852.12","California","Placer","06061",2007,2,292.1936,5.693182
"852.13","California","Placer","06061",2007,3,39.89212,9.570411
"852.14","California","Placer","06061",2007,4,80.03861,10.08693
"852.15","California","Placer","06061",2007,5,31.40866,15.00335
"852.16","California","Placer","06061",2007,6,9.343074,18.4724
"852.17","California","Placer","06061",2007,7,1.601558,22.27946
"852.18","California","Placer","06061",2007,8,3.876753,21.98794
"852.19","California","Placer","06061",2007,9,23.18913,17.08
"852.20","California","Placer","06061",2007,10,81.76727,11.73615
"852.21","California","Placer","06061",2007,11,35.33654,9.995801
"852.22","California","Placer","06061",2007,12,178.6258,2.764437
"852.1","California","Placer","06061",2008,1,268.459,2.738961
"852.1.1","California","Placer","06061",2008,2,168.099,4.829762
"852.1.2","California","Placer","06061",2008,3,45.06351,7.355455
"852.1.3","California","Placer","06061",2008,4,12.67498,8.852727
"852.1.4","California","Placer","06061",2008,5,25.37082,13.77143
"852.1.5","California","Placer","06061",2008,6,0,18.58729
"852.1.6","California","Placer","06061",2008,7,0.8159307,22.41959
"852.1.7","California","Placer","06061",2008,8,0.2081818,22.79
"852.1.8","California","Placer","06061",2008,9,0.1597403,19.70056
"852.1.9","California","Placer","06061",2008,10,41.09537,14.31528
"852.1.10","California","Placer","06061",2008,11,130.0448,9.792879
"852.1.11","California","Placer","06061",2008,12,163.351,3.508528
"852.2","California","Placer","06061",2009,1,89.37303,6.068009
"852.2.1","California","Placer","06061",2009,2,238.2279,4.70684
"852.2.2","California","Placer","06061",2009,3,181.2465,6.230022
"852.2.3","California","Placer","06061",2009,4,46.94268,9.174069
"852.2.4","California","Placer","06061",2009,5,132.5725,15.68788
"852.2.5","California","Placer","06061",2009,6,18.19385,16.83652
"852.2.6","California","Placer","06061",2009,7,1.242597,22.5005
"852.2.7","California","Placer","06061",2009,8,2.887879,21.24348
"852.2.8","California","Placer","06061",2009,9,2.759264,20.88024
"852.2.9","California","Placer","06061",2009,10,100.5037,11.7389
"852.2.10","California","Placer","06061",2009,11,46.00147,8.399069
"852.2.11","California","Placer","06061",2009,12,172.3449,3.126017
"852.3","California","Placer","06061",2010,1,223.6321,4.995801
"852.3.1","California","Placer","06061",2010,2,133.1805,6.207035
"852.3.2","California","Placer","06061",2010,3,136.6023,6.966688
"852.3.3","California","Placer","06061",2010,4,183.1181,6.809091
"852.3.4","California","Placer","06061",2010,5,95.81693,9.612143
"852.3.5","California","Placer","06061",2010,6,9.36974,17.10571
"852.3.6","California","Placer","06061",2010,7,0.02614719,21.90844
"852.3.7","California","Placer","06061",2010,8,2.259394,20.20318
"852.3.8","California","Placer","06061",2010,9,1.178874,18.69896
"852.3.9","California","Placer","06061",2010,10,199.6114,13.66632
"852.3.10","California","Placer","06061",2010,11,201.3428,6.769221
"852.3.11","California","Placer","06061",2010,12,396.0127,4.915368
"852.4","California","Placer","06061",2011,1,54.77831,5.207814
"852.4.1","California","Placer","06061",2011,2,187.6361,3.539026
"852.4.2","California","Placer","06061",2011,3,421.6867,4.809957
"852.4.3","California","Placer","06061",2011,4,79.77424,7.798918
"852.4.4","California","Placer","06061",2011,5,91.16355,10.00723
"852.4.5","California","Placer","06061",2011,6,74.88827,15.36011
"852.4.6","California","Placer","06061",2011,7,0.9748485,20.20325
"852.4.7","California","Placer","06061",2011,8,0.2406926,21.10357
"852.4.8","California","Placer","06061",2011,9,7.218788,20.6479
"852.4.9","California","Placer","06061",2011,10,93.71126,13.77067
"852.4.10","California","Placer","06061",2011,11,54.94649,6.818615
"852.4.11","California","Placer","06061",2011,12,4.038355,4.987641
"852.5","California","Placer","06061",2012,1,174.9016,5.922684
"852.5.1","California","Placer","06061",2012,2,52.04043,5.50132
"852.5.2","California","Placer","06061",2012,3,338.8843,5.737511
"852.5.3","California","Placer","06061",2012,4,174.8354,9.477706
"852.5.4","California","Placer","06061",2012,5,9.776667,14.15232
"852.5.5","California","Placer","06061",2012,6,21.949,17.29946
"852.5.6","California","Placer","06061",2012,7,6.33987,21.06777
"852.5.7","California","Placer","06061",2012,8,4.252597,23.26526
"852.5.8","California","Placer","06061",2012,9,2.156883,20.54
"852.5.9","California","Placer","06061",2012,10,72.64078,14.25548
"852.5.10","California","Placer","06061",2012,11,214.3252,8.855909
"852.5.11","California","Placer","06061",2012,12,419.314,3.547294
"852.6","California","Placer","06061",2013,1,32.85078,3.776494
"852.6.1","California","Placer","06061",2013,2,17.66043,5.042035
"852.6.2","California","Placer","06061",2013,3,88.55429,8.894351
"852.6.3","California","Placer","06061",2013,4,38.48208,11.29898
"852.6.4","California","Placer","06061",2013,5,40.62693,14.1708
"852.6.5","California","Placer","06061",2013,6,41.441,18.80753
"852.6.6","California","Placer","06061",2013,7,1.33039,23.13465
"852.6.7","California","Placer","06061",2013,8,2.417359,20.69589
"852.6.8","California","Placer","06061",2013,9,35.14009,17.74742
"852.6.9","California","Placer","06061",2013,10,19.39823,12.59699
"852.6.10","California","Placer","06061",2013,11,39.77506,9.349978
"852.6.11","California","Placer","06061",2013,12,31.67061,5.105563
"852.7","California","Placer","06061",2014,1,50.13913,8.543355
"852.7.1","California","Placer","06061",2014,2,284.6572,6.654156
"852.7.2","California","Placer","06061",2014,3,183.3076,8.778983
"852.7.3","California","Placer","06061",2014,4,84.79558,10.58188
"852.7.4","California","Placer","06061",2014,5,22.41459,14.69913
"852.7.5","California","Placer","06061",2014,6,0.2904762,18.79602
"852.7.6","California","Placer","06061",2014,7,8.536926,23.30645
"852.7.7","California","Placer","06061",2014,8,13.01978,21.17699
"852.7.8","California","Placer","06061",2014,9,32.86035,19.15541
"852.7.9","California","Placer","06061",2014,10,33.09978,15.1703
"852.7.10","California","Placer","06061",2014,11,115.13,9.232749
"852.7.11","California","Placer","06061",2014,12,287.3331,5.84803
"852.8","California","Placer","06061",2015,1,2.371126,7.591126
"852.8.1","California","Placer","06061",2015,2,154.7719,9.610411
"852.8.2","California","Placer","06061",2015,3,27.77056,10.87405
"852.8.3","California","Placer","06061",2015,4,77.46346,10.19584
"852.8.4","California","Placer","06061",2015,5,32.42121,13.17774
"852.8.5","California","Placer","06061",2015,6,18.05576,20.48367
"852.8.6","California","Placer","06061",2015,7,11.02035,21.32623
"852.8.7","California","Placer","06061",2015,8,2.341515,21.67429
"852.8.8","California","Placer","06061",2015,9,2.496017,19.55851
"852.8.9","California","Placer","06061",2015,10,41.22576,15.79724
"852.8.10","California","Placer","06061",2015,11,108.8616,6.158286
"852.8.11","California","Placer","06061",2015,12,255.9662,3.0581
"852.9","California","Placer","06061",2016,1,313.4563,4.488026
"852.9.1","California","Placer","06061",2016,2,55.57104,8.191836
"852.9.2","California","Placer","06061",2016,3,330.3197,7.958992
"852.9.3","California","Placer","06061",2016,4,70.51046,11.24607
"852.9.4","California","Placer","06061",2016,5,43.10539,13.52719
"852.9.5","California","Placer","06061",2016,6,2.361316,19.3335
"852.9.6","California","Placer","06061",2016,7,0.03104329,21.64439
"852.9.7","California","Placer","06061",2016,8,1.412775,22.03828
"852.9.8","California","Placer","06061",2016,9,1.233394,18.57856
"852.9.9","California","Placer","06061",2016,10,291.5635,12.36956
"852.9.10","California","Placer","06061",2016,11,130.9895,8.815277
"852.9.11","California","Placer","06061",2016,12,255.406,4.164632
"852.10","California","Placer","06061",2017,1,615.5636,3.247879
"852.10.1","California","Placer","06061",2017,2,537.3201,5.292641
"852.10.2","California","Placer","06061",2017,3,160.4461,8.14052
"852.10.3","California","Placer","06061",2017,4,200.8023,8.62742
"852.10.4","California","Placer","06061",2017,5,18.14119,14.54539
"852.10.5","California","Placer","06061",2017,6,17.54685,18.96948
"852.10.6","California","Placer","06061",2017,7,0.1235974,23.1705
"852.10.7","California","Placer","06061",2017,8,5.367342,23.13986
"852.10.8","California","Placer","06061",2017,9,19.45497,18.25953
"852.10.9","California","Placer","06061",2017,10,20.0263,13.96987
"852.10.10","California","Placer","06061",2017,11,293.1484,8.497606
"852.10.11","California","Placer","06061",2017,12,20.78218,6.868641
"852.11","California","Placer","06061",2018,1,194.6755,6.859944
"852.11.1","California","Placer","06061",2018,2,34.25977,5.480788
"852.11.2","California","Placer","06061",2018,3,375.7354,5.428455
"852.11.3","California","Placer","06061",2018,4,122.6422,10.06154
"852.11.4","California","Placer","06061",2018,5,33.30264,13.89533
"852.11.5","California","Placer","06061",2018,6,0.7515671,18.56078
"852.11.6","California","Placer","06061",2018,7,2.671597,23.72537
"852.11.7","California","Placer","06061",2018,8,0.1202381,21.8711
"852.11.8","California","Placer","06061",2018,9,0.03932468,18.82585
"852.11.9","California","Placer","06061",2018,10,26.53323,13.6714
"852.11.10","California","Placer","06061",2018,11,175.3225,9.578265
"852.11.11","California","Placer","06061",2018,12,97.22756,4.786632
"913","California","Riverside","06065",2007,1,4.516871,9.431423
"913.12","California","Riverside","06065",2007,2,10.16332,12.8737
"913.13","California","Riverside","06065",2007,3,7.457057,16.90243
"913.14","California","Riverside","06065",2007,4,6.583002,18.48127
"913.15","California","Riverside","06065",2007,5,0,22.95211
"913.16","California","Riverside","06065",2007,6,0,26.79732
"913.17","California","Riverside","06065",2007,7,1.974786,30.58027
"913.18","California","Riverside","06065",2007,8,5.004503,30.67878
"913.19","California","Riverside","06065",2007,9,11.87653,25.93937
"913.20","California","Riverside","06065",2007,10,0.8158285,20.60162
"913.21","California","Riverside","06065",2007,11,2.843294,17.18077
"913.22","California","Riverside","06065",2007,12,46.80885,9.352792
"913.1","California","Riverside","06065",2008,1,63.93006,9.624318
"913.1.1","California","Riverside","06065",2008,2,23.22202,11.85614
"913.1.2","California","Riverside","06065",2008,3,1.795361,15.79033
"913.1.3","California","Riverside","06065",2008,4,0.07112086,18.31987
"913.1.4","California","Riverside","06065",2008,5,8.639922,20.6123
"913.1.5","California","Riverside","06065",2008,6,0.003138402,27.91718
"913.1.6","California","Riverside","06065",2008,7,6.356647,30.16096
"913.1.7","California","Riverside","06065",2008,8,11.02361,30.09543
"913.1.8","California","Riverside","06065",2008,9,3.304259,27.54715
"913.1.9","California","Riverside","06065",2008,10,0.06511696,22.34787
"913.1.10","California","Riverside","06065",2008,11,21.69712,17.48951
"913.1.11","California","Riverside","06065",2008,12,63.7677,10.28955
"913.2","California","Riverside","06065",2009,1,1.876511,13.02638
"913.2.1","California","Riverside","06065",2009,2,46.51487,11.55604
"913.2.2","California","Riverside","06065",2009,3,1.341082,14.81196
"913.2.3","California","Riverside","06065",2009,4,1.912466,17.19814
"913.2.4","California","Riverside","06065",2009,5,0.06293372,25.14766
"913.2.5","California","Riverside","06065",2009,6,0.288616,24.49837
"913.2.6","California","Riverside","06065",2009,7,0.487885,31.44795
"913.2.7","California","Riverside","06065",2009,8,0.8495419,29.43121
"913.2.8","California","Riverside","06065",2009,9,2.614289,28.37452
"913.2.9","California","Riverside","06065",2009,10,0.9717057,19.4514
"913.2.10","California","Riverside","06065",2009,11,3.666442,16.06807
"913.2.11","California","Riverside","06065",2009,12,40.85622,9.971686
"913.3","California","Riverside","06065",2010,1,119.9815,11.39193
"913.3.1","California","Riverside","06065",2010,2,38.53299,12.12859
"913.3.2","California","Riverside","06065",2010,3,14.79628,14.23945
"913.3.3","California","Riverside","06065",2010,4,13.59889,16.0584
"913.3.4","California","Riverside","06065",2010,5,0.5395614,19.92744
"913.3.5","California","Riverside","06065",2010,6,0.001851852,26.04223
"913.3.6","California","Riverside","06065",2010,7,0.5516862,30.08295
"913.3.7","California","Riverside","06065",2010,8,0.8545029,29.29055
"913.3.8","California","Riverside","06065",2010,9,0.04782651,26.98095
"913.3.9","California","Riverside","06065",2010,10,23.22339,20.50221
"913.3.10","California","Riverside","06065",2010,11,10.86394,14.24919
"913.3.11","California","Riverside","06065",2010,12,125.4313,12.44008
"913.4","California","Riverside","06065",2011,1,6.883538,11.48175
"913.4.1","California","Riverside","06065",2011,2,47.15995,10.37551
"913.4.2","California","Riverside","06065",2011,3,20.18261,14.8641
"913.4.3","California","Riverside","06065",2011,4,3.405214,18.22375
"913.4.4","California","Riverside","06065",2011,5,3.686472,19.71261
"913.4.5","California","Riverside","06065",2011,6,0.273577,25.24736
"913.4.6","California","Riverside","06065",2011,7,7.925536,29.08319
"913.4.7","California","Riverside","06065",2011,8,6.191803,30.56074
"913.4.8","California","Riverside","06065",2011,9,15.00718,27.38801
"913.4.9","California","Riverside","06065",2011,10,7.618528,21.70681
"913.4.10","California","Riverside","06065",2011,11,22.86948,13.57089
"913.4.11","California","Riverside","06065",2011,12,11.50755,9.666072
"913.5","California","Riverside","06065",2012,1,6.490526,13.08257
"913.5.1","California","Riverside","06065",2012,2,16.21054,12.43952
"913.5.2","California","Riverside","06065",2012,3,19.73092,14.48445
"913.5.3","California","Riverside","06065",2012,4,18.42024,18.80942
"913.5.4","California","Riverside","06065",2012,5,0.3306043,23.53504
"913.5.5","California","Riverside","06065",2012,6,0,27.18016
"913.5.6","California","Riverside","06065",2012,7,11.92986,29.18567
"913.5.7","California","Riverside","06065",2012,8,28.69061,30.74794
"913.5.8","California","Riverside","06065",2012,9,10.29783,28.31131
"913.5.9","California","Riverside","06065",2012,10,3.006131,22.00831
"913.5.10","California","Riverside","06065",2012,11,4.345448,16.42852
"913.5.11","California","Riverside","06065",2012,12,29.72179,11.03904
"913.6","California","Riverside","06065",2013,1,20.01129,9.799288
"913.6.1","California","Riverside","06065",2013,2,10.01668,11.33681
"913.6.2","California","Riverside","06065",2013,3,10.22764,17.42307
"913.6.3","California","Riverside","06065",2013,4,0.5714327,19.38748
"913.6.4","California","Riverside","06065",2013,5,3.492407,23.15854
"913.6.5","California","Riverside","06065",2013,6,0.002124756,27.97718
"913.6.6","California","Riverside","06065",2013,7,11.67982,30.6822
"913.6.7","California","Riverside","06065",2013,8,14.07875,29.1619
"913.6.8","California","Riverside","06065",2013,9,13.24318,26.60771
"913.6.9","California","Riverside","06065",2013,10,7.799591,19.23442
"913.6.10","California","Riverside","06065",2013,11,15.39673,15.10814
"913.6.11","California","Riverside","06065",2013,12,6.231803,11.55815
"913.7","California","Riverside","06065",2014,1,0.7568421,14.55496
"913.7.1","California","Riverside","06065",2014,2,6.624971,14.9982
"913.7.2","California","Riverside","06065",2014,3,28.71978,16.95996
"913.7.3","California","Riverside","06065",2014,4,6.773324,19.38803
"913.7.4","California","Riverside","06065",2014,5,2.378099,23.18739
"913.7.5","California","Riverside","06065",2014,6,0.005935672,27.28723
"913.7.6","California","Riverside","06065",2014,7,5.86423,30.50165
"913.7.7","California","Riverside","06065",2014,8,20.54313,28.70091
"913.7.8","California","Riverside","06065",2014,9,10.54297,27.89184
"913.7.9","California","Riverside","06065",2014,10,0.1318616,22.98975
"913.7.10","California","Riverside","06065",2014,11,4.845536,16.18171
"913.7.11","California","Riverside","06065",2014,12,44.68444,11.8048
"913.8","California","Riverside","06065",2015,1,16.48534,12.48827
"913.8.1","California","Riverside","06065",2015,2,9.706033,16.26029
"913.8.2","California","Riverside","06065",2015,3,17.36493,18.43504
"913.8.3","California","Riverside","06065",2015,4,3.852914,18.77533
"913.8.4","California","Riverside","06065",2015,5,14.9886,19.86308
"913.8.5","California","Riverside","06065",2015,6,0.6931871,28.14822
"913.8.6","California","Riverside","06065",2015,7,27.41877,28.14069
"913.8.7","California","Riverside","06065",2015,8,0.4678557,30.56046
"913.8.8","California","Riverside","06065",2015,9,12.36282,27.87921
"913.8.9","California","Riverside","06065",2015,10,14.70876,23.00943
"913.8.10","California","Riverside","06065",2015,11,4.46232,13.88899
"913.8.11","California","Riverside","06065",2015,12,13.17746,9.916332
"913.9","California","Riverside","06065",2016,1,44.1317,10.55167
"913.9.1","California","Riverside","06065",2016,2,9.85537,15.61078
"913.9.2","California","Riverside","06065",2016,3,10.38314,16.73963
"913.9.3","California","Riverside","06065",2016,4,14.66909,18.8088
"913.9.4","California","Riverside","06065",2016,5,4.379738,20.61074
"913.9.5","California","Riverside","06065",2016,6,0.01695322,28.76887
"913.9.6","California","Riverside","06065",2016,7,0.8211199,30.7427
"913.9.7","California","Riverside","06065",2016,8,2.141974,29.83856
"913.9.8","California","Riverside","06065",2016,9,11.86572,25.29768
"913.9.9","California","Riverside","06065",2016,10,7.278663,22.18966
"913.9.10","California","Riverside","06065",2016,11,13.12565,16.64687
"913.9.11","California","Riverside","06065",2016,12,61.40452,11.15709
"913.10","California","Riverside","06065",2017,1,97.21118,10.03195
"913.10.1","California","Riverside","06065",2017,2,44.80892,13.44842
"913.10.2","California","Riverside","06065",2017,3,1.842316,17.46072
"913.10.3","California","Riverside","06065",2017,4,0.1501803,19.31146
"913.10.4","California","Riverside","06065",2017,5,5.68639,21.73331
"913.10.5","California","Riverside","06065",2017,6,0.04691813,28.0971
"913.10.6","California","Riverside","06065",2017,7,1.289737,31.12381
"913.10.7","California","Riverside","06065",2017,8,8.894719,30.03308
"913.10.8","California","Riverside","06065",2017,9,10.9005,25.62897
"913.10.9","California","Riverside","06065",2017,10,0.04490643,22.23848
"913.10.10","California","Riverside","06065",2017,11,0.6593762,17.56618
"913.10.11","California","Riverside","06065",2017,12,0.03814133,13.49918
"913.11","California","Riverside","06065",2018,1,32.1992,13.85416
"913.11.1","California","Riverside","06065",2018,2,4.433509,12.72001
"913.11.2","California","Riverside","06065",2018,3,22.11134,14.46666
"913.11.3","California","Riverside","06065",2018,4,0.06317251,20.1039
"913.11.4","California","Riverside","06065",2018,5,2.55218,21.7199
"913.11.5","California","Riverside","06065",2018,6,0.000125731,27.02137
"913.11.6","California","Riverside","06065",2018,7,8.929524,31.09833
"913.11.7","California","Riverside","06065",2018,8,3.683612,30.2303
"913.11.8","California","Riverside","06065",2018,9,0,27.66973
"913.11.9","California","Riverside","06065",2018,10,26.88051,20.30528
"913.11.10","California","Riverside","06065",2018,11,14.71457,15.40757
"913.11.11","California","Riverside","06065",2018,12,26.52296,11.12065
"984","California","Sacramento","06067",2007,1,6.204013,7.149554
"984.12","California","Sacramento","06067",2007,2,105.6089,10.58962
"984.13","California","Sacramento","06067",2007,3,12.70389,14.58025
"984.14","California","Sacramento","06067",2007,4,38.31102,15.81764
"984.15","California","Sacramento","06067",2007,5,5.321083,19.69576
"984.16","California","Sacramento","06067",2007,6,0.0006369427,22.60134
"984.17","California","Sacramento","06067",2007,7,0.1026115,24.57061
"984.18","California","Sacramento","06067",2007,8,0,24.66627
"984.19","California","Sacramento","06067",2007,9,3.684777,21.17417
"984.20","California","Sacramento","06067",2007,10,24.53236,16.51436
"984.21","California","Sacramento","06067",2007,11,20.95261,13.28092
"984.22","California","Sacramento","06067",2007,12,81.47376,7.627357
"984.1","California","Sacramento","06067",2008,1,170.2203,7.66207
"984.1.1","California","Sacramento","06067",2008,2,56.53707,9.568312
"984.1.2","California","Sacramento","06067",2008,3,3.330318,12.87994
"984.1.3","California","Sacramento","06067",2008,4,0.9712739,14.73497
"984.1.4","California","Sacramento","06067",2008,5,1.563439,19.49911
"984.1.5","California","Sacramento","06067",2008,6,0,22.86166
"984.1.6","California","Sacramento","06067",2008,7,0,24.38268
"984.1.7","California","Sacramento","06067",2008,8,0,24.87452
"984.1.8","California","Sacramento","06067",2008,9,0,22.33366
"984.1.9","California","Sacramento","06067",2008,10,12.15127,18.22764
"984.1.10","California","Sacramento","06067",2008,11,52.86943,13.41322
"984.1.11","California","Sacramento","06067",2008,12,50.27618,6.756338
"984.2","California","Sacramento","06067",2009,1,46.35873,8.542293
"984.2.1","California","Sacramento","06067",2009,2,130.7226,10.17029
"984.2.2","California","Sacramento","06067",2009,3,54.80204,12.66404
"984.2.3","California","Sacramento","06067",2009,4,30.13669,15.06057
"984.2.4","California","Sacramento","06067",2009,5,33.64739,20.26994
"984.2.5","California","Sacramento","06067",2009,6,4.008471,21.5251
"984.2.6","California","Sacramento","06067",2009,7,0,24.57156
"984.2.7","California","Sacramento","06067",2009,8,0,24.1415
"984.2.8","California","Sacramento","06067",2009,9,4.449682,24.04653
"984.2.9","California","Sacramento","06067",2009,10,65.58108,16.75105
"984.2.10","California","Sacramento","06067",2009,11,13.81363,11.99955
"984.2.11","California","Sacramento","06067",2009,12,77.20006,7.410414
"984.3","California","Sacramento","06067",2010,1,113.4843,8.941911
"984.3.1","California","Sacramento","06067",2010,2,73.79841,11.19134
"984.3.2","California","Sacramento","06067",2010,3,57.29669,12.23226
"984.3.3","California","Sacramento","06067",2010,4,78.7351,12.91583
"984.3.4","California","Sacramento","06067",2010,5,24.23217,15.94898
"984.3.5","California","Sacramento","06067",2010,6,0.8418471,21.83398
"984.3.6","California","Sacramento","06067",2010,7,0,23.50092
"984.3.7","California","Sacramento","06067",2010,8,0.001528662,22.05452
"984.3.8","California","Sacramento","06067",2010,9,0.4129299,22.04264
"984.3.9","California","Sacramento","06067",2010,10,49.91312,17.96742
"984.3.10","California","Sacramento","06067",2010,11,76.74446,11.54831
"984.3.11","California","Sacramento","06067",2010,12,153.4301,10.10853
"984.4","California","Sacramento","06067",2011,1,37.86885,7.304618
"984.4.1","California","Sacramento","06067",2011,2,96.11497,8.783121
"984.4.2","California","Sacramento","06067",2011,3,171.3685,11.17764
"984.4.3","California","Sacramento","06067",2011,4,5.082803,13.97904
"984.4.4","California","Sacramento","06067",2011,5,42.15599,16.17029
"984.4.5","California","Sacramento","06067",2011,6,34.89745,20.23564
"984.4.6","California","Sacramento","06067",2011,7,0,23.5757
"984.4.7","California","Sacramento","06067",2011,8,0,23.59252
"984.4.8","California","Sacramento","06067",2011,9,0,23.83917
"984.4.9","California","Sacramento","06067",2011,10,42.7286,18.06029
"984.4.10","California","Sacramento","06067",2011,11,23.1407,11.01522
"984.4.11","California","Sacramento","06067",2011,12,3.089554,7.811306
"984.5","California","Sacramento","06067",2012,1,69.02217,8.915573
"984.5.1","California","Sacramento","06067",2012,2,20.71694,10.6429
"984.5.2","California","Sacramento","06067",2012,3,110.9764,11.44567
"984.5.3","California","Sacramento","06067",2012,4,86.11433,15.03615
"984.5.4","California","Sacramento","06067",2012,5,0.1086624,19.29592
"984.5.5","California","Sacramento","06067",2012,6,1.316688,21.87869
"984.5.6","California","Sacramento","06067",2012,7,0.1715287,23.69529
"984.5.7","California","Sacramento","06067",2012,8,0,25.0486
"984.5.8","California","Sacramento","06067",2012,9,0.00433121,22.81968
"984.5.9","California","Sacramento","06067",2012,10,26.40815,18.44175
"984.5.10","California","Sacramento","06067",2012,11,92.2065,12.82694
"984.5.11","California","Sacramento","06067",2012,12,188.2411,8.630414
"984.6","California","Sacramento","06067",2013,1,28.58191,6.815382
"984.6.1","California","Sacramento","06067",2013,2,7.318344,9.527548
"984.6.2","California","Sacramento","06067",2013,3,37.22898,13.71395
"984.6.3","California","Sacramento","06067",2013,4,19.50293,17.2686
"984.6.4","California","Sacramento","06067",2013,5,4.082675,19.88334
"984.6.5","California","Sacramento","06067",2013,6,7.674968,22.84503
"984.6.6","California","Sacramento","06067",2013,7,0,25.03783
"984.6.7","California","Sacramento","06067",2013,8,0,23.41701
"984.6.8","California","Sacramento","06067",2013,9,15.88503,21.72417
"984.6.9","California","Sacramento","06067",2013,10,0.004585987,16.93535
"984.6.10","California","Sacramento","06067",2013,11,25.89739,12.71946
"984.6.11","California","Sacramento","06067",2013,12,10.63197,7.342898
"984.7","California","Sacramento","06067",2014,1,8.127643,10.6015
"984.7.1","California","Sacramento","06067",2014,2,112.5044,11.74064
"984.7.2","California","Sacramento","06067",2014,3,79.79108,14.65656
"984.7.3","California","Sacramento","06067",2014,4,49.30554,16.05312
"984.7.4","California","Sacramento","06067",2014,5,1.429873,20.48312
"984.7.5","California","Sacramento","06067",2014,6,0,23.09506
"984.7.6","California","Sacramento","06067",2014,7,0.07707006,25.47828
"984.7.7","California","Sacramento","06067",2014,8,0.04031847,24.28016
"984.7.8","California","Sacramento","06067",2014,9,11.73325,23.23341
"984.7.9","California","Sacramento","06067",2014,10,3.285096,19.6642
"984.7.10","California","Sacramento","06067",2014,11,40.77153,13.13309
"984.7.11","California","Sacramento","06067",2014,12,210.1924,11.5508
"984.8","California","Sacramento","06067",2015,1,0.05305732,9.260318
"984.8.1","California","Sacramento","06067",2015,2,60.34389,12.94939
"984.8.2","California","Sacramento","06067",2015,3,4.799618,15.81659
"984.8.3","California","Sacramento","06067",2015,4,42.55847,15.93124
"984.8.4","California","Sacramento","06067",2015,5,7.549363,17.79659
"984.8.5","California","Sacramento","06067",2015,6,2.168981,23.56689
"984.8.6","California","Sacramento","06067",2015,7,0.1548408,24.73078
"984.8.7","California","Sacramento","06067",2015,8,0.02369427,24.22674
"984.8.8","California","Sacramento","06067",2015,9,0.06942675,22.86626
"984.8.9","California","Sacramento","06067",2015,10,6.261465,20.30767
"984.8.10","California","Sacramento","06067",2015,11,42.17796,10.70531
"984.8.11","California","Sacramento","06067",2015,12,54.85102,8.016395
"984.9","California","Sacramento","06067",2016,1,139.4961,9.534013
"984.9.1","California","Sacramento","06067",2016,2,21.16994,12.13775
"984.9.2","California","Sacramento","06067",2016,3,132.663,13.57599
"984.9.3","California","Sacramento","06067",2016,4,33.59924,16.44746
"984.9.4","California","Sacramento","06067",2016,5,7.69035,19.25387
"984.9.5","California","Sacramento","06067",2016,6,0,23.26524
"984.9.6","California","Sacramento","06067",2016,7,0,24.42914
"984.9.7","California","Sacramento","06067",2016,8,0,23.60381
"984.9.8","California","Sacramento","06067",2016,9,0.0007579618,21.89082
"984.9.9","California","Sacramento","06067",2016,10,116.7717,16.96355
"984.9.10","California","Sacramento","06067",2016,11,45.81369,12.83533
"984.9.11","California","Sacramento","06067",2016,12,82.42713,7.461465
"984.10","California","Sacramento","06067",2017,1,258.8674,8.059465
"984.10.1","California","Sacramento","06067",2017,2,201.6503,11.12191
"984.10.2","California","Sacramento","06067",2017,3,64.71278,13.33724
"984.10.3","California","Sacramento","06067",2017,4,81.17145,14.43591
"984.10.4","California","Sacramento","06067",2017,5,1.794318,19.2808
